id,key,value,type
153471949,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153471949,name,Breckenridge,regular
153471949,place,hamlet,regular
153489232,ele,177,regular
153489232,Class,Populated Place,gnis
153489232,County,"Sangamon, IL",gnis
153489232,County_num,167,gnis
153489232,ST_alpha,IL,gnis
153489232,ST_num,17,gnis
153489232,id,422468,gnis
153489232,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153489232,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153489232,name,Bissell,regular
153489232,place,hamlet,regular
153494498,ele,180,regular
153494498,Class,Populated Place,gnis
153494498,County,"Sangamon, IL",gnis
153494498,County_num,167,gnis
153494498,ST_alpha,IL,gnis
153494498,ST_num,17,gnis
153494498,id,1747319,gnis
153494498,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153494498,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153494498,name,Ridgely,regular
153494498,place,hamlet,regular
153495198,ele,184,regular
153495198,Class,Populated Place,gnis
153495198,County,"Sangamon, IL",gnis
153495198,County_num,167,gnis
153495198,ST_alpha,IL,gnis
153495198,ST_num,17,gnis
153495198,id,1747335,gnis
153495198,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153495198,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153495198,name,West Grand Place,regular
153495198,place,hamlet,regular
153507208,ele,180,regular
153507208,Class,Populated Place,gnis
153507208,County,"Sangamon, IL",gnis
153507208,County_num,167,gnis
153507208,ST_alpha,IL,gnis
153507208,ST_num,17,gnis
153507208,id,423016,gnis
153507208,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153507208,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153507208,name,New City,regular
153507208,place,hamlet,regular
153528578,ele,180,regular
153528578,Class,Populated Place,gnis
153528578,County,"Sangamon, IL",gnis
153528578,County_num,167,gnis
153528578,ST_alpha,IL,gnis
153528578,ST_num,17,gnis
153528578,id,418855,gnis
153528578,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153528578,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153528578,name,Southlawn,regular
153528578,place,hamlet,regular
153541697,ele,176,regular
153541697,Class,Populated Place,gnis
153541697,County,"Sangamon, IL",gnis
153541697,County_num,167,gnis
153541697,ST_alpha,IL,gnis
153541697,ST_num,17,gnis
153541697,id,1747324,gnis
153541697,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153541697,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153541697,name,Shale Bluff,regular
153541697,place,hamlet,regular
153553851,ele,183,regular
153553851,Class,Populated Place,gnis
153553851,County,"Sangamon, IL",gnis
153553851,County_num,167,gnis
153553851,ST_alpha,IL,gnis
153553851,ST_num,17,gnis
153553851,id,1747288,gnis
153553851,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153553851,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153553851,name,Coleman,regular
153553851,place,hamlet,regular
153555008,ele,171,regular
153555008,Class,Populated Place,gnis
153555008,County,"Sangamon, IL",gnis
153555008,County_num,167,gnis
153555008,ST_alpha,IL,gnis
153555008,ST_num,17,gnis
153555008,id,1747315,gnis
153555008,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153555008,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153555008,name,Peabody,regular
153555008,place,hamlet,regular
153564187,population,456;2006,census
153564187,ele,187,regular
153564187,Class,Populated Place,gnis
153564187,County,"Sangamon, IL",gnis
153564187,County_num,167,gnis
153564187,ST_alpha,IL,gnis
153564187,ST_num,17,gnis
153564187,id,405155,gnis
153564187,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153564187,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153564187,name,Buffalo,regular
153564187,place,village,regular
153564187,population,456,regular
153570766,ele,187,regular
153570766,Class,Populated Place,gnis
153570766,County,"Sangamon, IL",gnis
153570766,County_num,167,gnis
153570766,ST_alpha,IL,gnis
153570766,ST_num,17,gnis
153570766,id,423060,gnis
153570766,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153570766,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153570766,name,Pawnee Junction,regular
153570766,place,locality,regular
153572208,ele,183,regular
153572208,Class,Populated Place,gnis
153572208,County,"Sangamon, IL",gnis
153572208,County_num,167,gnis
153572208,ST_alpha,IL,gnis
153572208,ST_num,17,gnis
153572208,id,1747301,gnis
153572208,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153572208,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153572208,name,Iles,regular
153572208,place,hamlet,regular
153576247,population,463;2006,census
153576247,ele,183,regular
153576247,Class,Populated Place,gnis
153576247,County,"Sangamon, IL",gnis
153576247,County_num,167,gnis
153576247,ST_alpha,IL,gnis
153576247,ST_num,17,gnis
153576247,id,406995,gnis
153576247,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153576247,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153576247,name,Dawson,regular
153576247,place,village,regular
153576247,population,463,regular
153576914,population,11809;2006,census
153576914,ele,180,regular
153576914,Class,Populated Place,gnis
153576914,County,"Sangamon, IL",gnis
153576914,County_num,167,gnis
153576914,ST_alpha,IL,gnis
153576914,ST_num,17,gnis
153576914,id,423334,gnis
153576914,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153576914,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153576914,name,Woodside,regular
153576914,place,town,regular
153576914,population,11809,regular
153614182,ele,175,regular
153614182,Class,Populated Place,gnis
153614182,County,"Sangamon, IL",gnis
153614182,County_num,167,gnis
153614182,ST_alpha,IL,gnis
153614182,ST_num,17,gnis
153614182,id,403891,gnis
153614182,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153614182,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153614182,name,Barclay,regular
153614182,place,hamlet,regular
153614500,population,1015;2006,census
153614500,ele,171,regular
153614500,Class,Populated Place,gnis
153614500,County,"Sangamon, IL",gnis
153614500,County_num,167,gnis
153614500,ST_alpha,IL,gnis
153614500,ST_num,17,gnis
153614500,id,1725479,gnis
153614500,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153614500,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153614500,name,Cotton Hill,regular
153614500,place,village,regular
153614500,population,1015,regular
153622566,ele,180,regular
153622566,Class,Populated Place,gnis
153622566,County,"Sangamon, IL",gnis
153622566,County_num,167,gnis
153622566,ST_alpha,IL,gnis
153622566,ST_num,17,gnis
153622566,id,1821036,gnis
153622566,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153622566,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153622566,name,Berry,regular
153622566,place,hamlet,regular
153629140,ele,186,regular
153629140,Class,Populated Place,gnis
153629140,County,"Sangamon, IL",gnis
153629140,County_num,167,gnis
153629140,ST_alpha,IL,gnis
153629140,ST_num,17,gnis
153629140,id,1747287,gnis
153629140,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153629140,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153629140,name,Cody,regular
153629140,place,hamlet,regular
153642494,population,434;2006,census
153642494,ele,180,regular
153642494,Class,Populated Place,gnis
153642494,County,"Sangamon, IL",gnis
153642494,County_num,167,gnis
153642494,ST_alpha,IL,gnis
153642494,ST_num,17,gnis
153642494,id,413358,gnis
153642494,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153642494,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153642494,name,Mechanicsburg,regular
153642494,place,village,regular
153642494,population,434,regular
153665688,ele,180,regular
153665688,Class,Populated Place,gnis
153665688,County,"Sangamon, IL",gnis
153665688,County_num,167,gnis
153665688,ST_alpha,IL,gnis
153665688,ST_num,17,gnis
153665688,id,423251,gnis
153665688,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153665688,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153665688,name,Toronto,regular
153665688,place,hamlet,regular
153667841,ele,186,regular
153667841,Class,Populated Place,gnis
153667841,County,"Sangamon, IL",gnis
153667841,County_num,167,gnis
153667841,ST_alpha,IL,gnis
153667841,ST_num,17,gnis
153667841,id,416627,gnis
153667841,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153667841,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153667841,name,Riddle Hill,regular
153667841,place,hamlet,regular
153672520,ele,180,regular
153672520,Class,Populated Place,gnis
153672520,County,"Sangamon, IL",gnis
153672520,County_num,167,gnis
153672520,ST_alpha,IL,gnis
153672520,ST_num,17,gnis
153672520,id,409371,gnis
153672520,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153672520,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153672520,name,Green Acres,regular
153672520,place,hamlet,regular
153673384,population,240;2006,census
153673384,ele,190,regular
153673384,Class,Populated Place,gnis
153673384,County,"Sangamon, IL",gnis
153673384,County_num,167,gnis
153673384,ST_alpha,IL,gnis
153673384,ST_num,17,gnis
153673384,id,406902,gnis
153673384,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153673384,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153673384,name,Curran,regular
153673384,place,village,regular
153673384,population,240,regular
153677241,ele,177,regular
153677241,Class,Populated Place,gnis
153677241,County,"Sangamon, IL",gnis
153677241,County_num,167,gnis
153677241,ST_alpha,IL,gnis
153677241,ST_num,17,gnis
153677241,id,422692,gnis
153677241,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153677241,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153677241,name,Farmingdale,regular
153677241,place,hamlet,regular
153678785,ele,183,regular
153678785,Class,Populated Place,gnis
153678785,County,"Sangamon, IL",gnis
153678785,County_num,167,gnis
153678785,ST_alpha,IL,gnis
153678785,ST_num,17,gnis
153678785,id,1747293,gnis
153678785,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153678785,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153678785,name,East Springfield,regular
153678785,place,hamlet,regular
153681656,ele,177,regular
153681656,Class,Populated Place,gnis
153681656,County,"Sangamon, IL",gnis
153681656,County_num,167,gnis
153681656,ST_alpha,IL,gnis
153681656,ST_num,17,gnis
153681656,id,1747279,gnis
153681656,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153681656,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153681656,name,Bando,regular
153681656,place,hamlet,regular
153695913,ele,179,regular
153695913,Class,Populated Place,gnis
153695913,County,"Sangamon, IL",gnis
153695913,County_num,167,gnis
153695913,ST_alpha,IL,gnis
153695913,ST_num,17,gnis
153695913,id,422444,gnis
153695913,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153695913,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153695913,name,Beamington,regular
153695913,place,hamlet,regular
153725974,ele,180,regular
153725974,Class,Populated Place,gnis
153725974,County,"Sangamon, IL",gnis
153725974,County_num,167,gnis
153725974,ST_alpha,IL,gnis
153725974,ST_num,17,gnis
153725974,id,417892,gnis
153725974,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153725974,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153725974,name,Salisbury,regular
153725974,place,hamlet,regular
153734317,population,10039;2006,census
153734317,ele,183,regular
153734317,Class,Populated Place,gnis
153734317,County,"Sangamon, IL",gnis
153734317,County_num,167,gnis
153734317,ST_alpha,IL,gnis
153734317,ST_num,17,gnis
153734317,id,405992,gnis
153734317,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153734317,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153734317,name,Chatham,regular
153734317,place,town,regular
153734317,population,10039,regular
153737610,ele,182,regular
153737610,Class,Populated Place,gnis
153737610,County,"Sangamon, IL",gnis
153737610,County_num,167,gnis
153737610,ST_alpha,IL,gnis
153737610,ST_num,17,gnis
153737610,id,1747312,gnis
153737610,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153737610,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153737610,name,Mildred,regular
153737610,place,hamlet,regular
153742373,population,3597;2006,census
153742373,ele,177,regular
153742373,Class,Populated Place,gnis
153742373,County,"Sangamon, IL",gnis
153742373,County_num,167,gnis
153742373,ST_alpha,IL,gnis
153742373,ST_num,17,gnis
153742373,id,418363,gnis
153742373,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153742373,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153742373,name,Sherman,regular
153742373,place,village,regular
153742373,population,3597,regular
153744377,ele,173,regular
153744377,Class,Populated Place,gnis
153744377,County,"Sangamon, IL",gnis
153744377,County_num,167,gnis
153744377,ST_alpha,IL,gnis
153744377,ST_num,17,gnis
153744377,id,422874,gnis
153744377,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153744377,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153744377,name,Keys,regular
153744377,place,hamlet,regular
153745654,ele,176,regular
153745654,Class,Populated Place,gnis
153745654,County,"Sangamon, IL",gnis
153745654,County_num,167,gnis
153745654,ST_alpha,IL,gnis
153745654,ST_num,17,gnis
153745654,id,403610,gnis
153745654,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153745654,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153745654,name,Arlington Heights,regular
153745654,place,hamlet,regular
153751800,population,3082;2006,census
153751800,ele,170,regular
153751800,Class,Populated Place,gnis
153751800,County,"Sangamon, IL",gnis
153751800,County_num,167,gnis
153751800,ST_alpha,IL,gnis
153751800,ST_num,17,gnis
153751800,id,416785,gnis
153751800,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153751800,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153751800,name,Rochester,regular
153751800,place,village,regular
153751800,population,3082,regular
153754502,population,195;2006,census
153754502,ele,191,regular
153754502,Class,Populated Place,gnis
153754502,County,"Sangamon, IL",gnis
153754502,County_num,167,gnis
153754502,ST_alpha,IL,gnis
153754502,ST_num,17,gnis
153754502,id,405160,gnis
153754502,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153754502,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153754502,name,Buffalo Hart,regular
153754502,place,village,regular
153754502,population,195,regular
153758297,ele,175,regular
153758297,Class,Populated Place,gnis
153758297,County,"Sangamon, IL",gnis
153758297,County_num,167,gnis
153758297,ST_alpha,IL,gnis
153758297,ST_num,17,gnis
153758297,id,422532,gnis
153758297,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153758297,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153758297,name,Cascade,regular
153758297,place,hamlet,regular
153760959,ele,177,regular
153760959,Class,Populated Place,gnis
153760959,County,"Sangamon, IL",gnis
153760959,County_num,167,gnis
153760959,ST_alpha,IL,gnis
153760959,ST_num,17,gnis
153760959,id,1821084,gnis
153760959,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153760959,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153760959,name,Knollwood,regular
153760959,place,hamlet,regular
153763583,ele,174,regular
153763583,Class,Populated Place,gnis
153763583,County,"Sangamon, IL",gnis
153763583,County_num,167,gnis
153763583,ST_alpha,IL,gnis
153763583,ST_num,17,gnis
153763583,id,1747330,gnis
153763583,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153763583,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153763583,name,Streadle,regular
153763583,place,hamlet,regular
153767052,ele,183,regular
153767052,Class,Populated Place,gnis
153767052,County,"Sangamon, IL",gnis
153767052,County_num,167,gnis
153767052,ST_alpha,IL,gnis
153767052,ST_num,17,gnis
153767052,id,1747298,gnis
153767052,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153767052,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153767052,name,Hawthorne Place,regular
153767052,place,hamlet,regular
153772908,ele,178,regular
153772908,Class,Populated Place,gnis
153772908,County,"Sangamon, IL",gnis
153772908,County_num,167,gnis
153772908,ST_alpha,IL,gnis
153772908,ST_num,17,gnis
153772908,id,403518,gnis
153772908,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153772908,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153772908,name,Andrew,regular
153772908,place,hamlet,regular
153788557,ele,192,regular
153788557,Class,Populated Place,gnis
153788557,County,"Sangamon, IL",gnis
153788557,County_num,167,gnis
153788557,ST_alpha,IL,gnis
153788557,ST_num,17,gnis
153788557,id,422885,gnis
153788557,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153788557,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153788557,name,Knapp,regular
153788557,place,hamlet,regular
153799025,ele,180,regular
153799025,Class,Populated Place,gnis
153799025,County,"Christian, IL",gnis
153799025,County_num,021,gnis
153799025,ST_alpha,IL,gnis
153799025,ST_num,17,gnis
153799025,id,1811210,gnis
153799025,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153799025,is_in,"Christian,Illinois,Ill.,IL,USA",regular
153799025,name,Blueville,regular
153799025,place,hamlet,regular
153805041,population,250;2006,census
153805041,ele,175,regular
153805041,Class,Populated Place,gnis
153805041,County,"Sangamon, IL",gnis
153805041,County_num,167,gnis
153805041,ST_alpha,IL,gnis
153805041,ST_num,17,gnis
153805041,id,406223,gnis
153805041,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153805041,is_in,"Sangamon,Illinois,Ill.,IL,USA",regular
153805041,name,Clear Lake,regular
153805041,place,village,regular
153805041,population,250,regular
234037303,power,tower,regular
234037303,source,Bing,regular
234037306,power,tower,regular
234037306,source,Bing,regular
234037322,power,tower,regular
234037322,source,Bing,regular
234037325,power,tower,regular
234037325,source,Bing,regular
234037328,power,tower,regular
234037328,source,Bing,regular
234037337,power,tower,regular
234037337,source,Bing,regular
234037340,power,tower,regular
234037340,source,Bing,regular
234037344,power,tower,regular
234037344,source,Bing,regular
234037345,power,tower,regular
234037345,source,Bing,regular
234037353,power,tower,regular
234037353,source,Bing,regular
234037362,power,tower,regular
234037362,source,Bing,regular
234037365,power,tower,regular
234037365,source,Bing,regular
234037366,power,tower,regular
234037366,source,Bing,regular
234037369,power,tower,regular
234037369,source,Bing,regular
234037381,power,tower,regular
234037381,source,Bing,regular
234037382,power,tower,regular
234037382,source,Bing,regular
234037597,power,tower,regular
234037597,source,Bing,regular
234037599,power,tower,regular
234037599,source,Bing,regular
234037602,power,tower,regular
234037602,source,Bing,regular
234037604,power,tower,regular
234037604,source,Bing,regular
234037706,power,tower,regular
234037718,power,tower,regular
234087387,railway,level_crossing,regular
234240318,power,tower,regular
234240318,source,Bing,regular
234240324,power,tower,regular
234240324,source,Bing,regular
234240328,power,tower,regular
234240328,source,Bing,regular
234240332,power,tower,regular
234240332,source,Bing,regular
234240335,power,tower,regular
234240335,source,Bing,regular
234240339,power,tower,regular
234240339,source,Bing,regular
234240344,power,tower,regular
234240344,source,Bing,regular
234240350,power,tower,regular
234240350,source,Bing,regular
235390729,railway,level_crossing,regular
235394629,railway,level_crossing,regular
235422313,railway,level_crossing,regular
235468183,railway,level_crossing,regular
235476780,railway,level_crossing,regular
235476892,barrier,double_half,crossing
235476892,bell,yes,crossing
235476892,light,yes,crossing
235476892,railway,level_crossing,regular
235486155,railway,level_crossing,regular
236587202,name,I&M Junction,regular
236587202,place,locality,regular
236721447,railway,level_crossing,regular
236725658,railway,level_crossing,regular
236733134,railway,level_crossing,regular
236734378,railway,level_crossing,regular
236745756,railway,level_crossing,regular
236745765,railway,level_crossing,regular
236745826,railway,level_crossing,regular
236745833,railway,level_crossing,regular
237044661,highway,traffic_signals,regular
237044661,traffic_signals,signal,regular
237044720,highway,traffic_signals,regular
237044720,source,Bing,regular
237044729,highway,traffic_signals,regular
237044729,source,Bing,regular
237044737,highway,traffic_signals,regular
237044737,source,Bing,regular
237044739,highway,traffic_signals,regular
237044739,source,Bing,regular
237044744,highway,traffic_signals,regular
237044744,source,Bing,regular
237044755,highway,traffic_signals,regular
237044755,source,Bing,regular
237044761,highway,traffic_signals,regular
237044761,source,Bing,regular
237044767,highway,traffic_signals,regular
237044767,source,Bing,regular
237044768,highway,traffic_signals,regular
237044768,source,Bing,regular
237044774,highway,traffic_signals,regular
237044774,source,Bing,regular
237044803,highway,traffic_signals,regular
237044803,source,Bing,regular
237044813,highway,traffic_signals,regular
237044813,traffic_signals,signal,regular
237044820,highway,traffic_signals,regular
237044820,source,Bing,regular
237044855,highway,traffic_signals,regular
237044855,source,Bing,regular
237044889,highway,stop,regular
237044889,stop,all,regular
237044929,highway,turning_circle,regular
237044929,source,Yahoo,regular
237044947,highway,turning_circle,regular
237044987,highway,turning_circle,regular
237045063,highway,traffic_signals,regular
237045063,source,Bing,regular
237045065,highway,traffic_signals,regular
